0,茯苓 桂心 人参 陈皮 白术 蓬莪术 大黄 茱萸 厚朴 ,254
0,芍药 艾叶 黑附子 干姜 陈皮 当归 川芎 甘草 茱萸 ,255
0,赤石脂 禹余粮 ,256
0,赤石脂 龙骨 艾叶 黑附子 肉豆蔻 缩砂 高良姜 干姜 茱萸 厚朴 ,257
0,豉 竹茹 米 ,258
0,蟾酥 轻扮 枯矾 寒水石 铜绿 乳香 没药 胆矾 麝香 雄黄 蜗牛 朱砂 ,259
0,蟾头 皂荚 青黛 丹参 麝香 巴豆 ,260
0,蝉蜕 菊花 当归 地黄 玄参 赤芍 羌活 连翘 柴胡 木贼 石决明 草决明 白蒺藜 蔓荆子 青葙子 荆芥 防风 薄荷 升麻 黄连 黄芩 栀子 黄柏 枳壳 龙胆草 谷精草 夏枯草 桔梗 ,261
0,蚕茧 白术 信石 ,262
0,葱白 豉 干姜 麻黄 桂 芍药 ,263
0,葱白 阿胶 当归 续断 芎藭 银 ,264
0,当归 甘草 独活 白芷 葱头 ,265
0,椒 当归 姜 菖蒲 黑附子 ,266
0,川芎 香附 龙胆草 决明子 甘草 木贼 菊花 ,267
0,草豆蔻 人参 柴胡 白术 陈皮 甘草 ,268
0,草豆蔻 黑附子 茴香 厚朴 白术 桂心 干姜 陈皮 芎藭 川乌 木香 茱萸 ,269
0,厚朴 青皮 草果 藿香 甘草 丁皮 神曲 良姜 半夏 ,270
0,茺蔚 白蒺藜 羊桃 蒴藋根 漏芦蒿 盐 ,271
0,苍术 片芩 甘草 ,272
0,紫金皮 苍术 猪牙皂角 鸡脚风叶 骨碎补 ,273
0,肉苁蓉 茯苓 五味子 牛膝 五加皮 地骨皮 防风 黄耆 泽泻 桂 磁石 ,274
0,肉苁蓉 黄耆 桂 杜仲 牛膝 茱萸 韭子 ,275
0,远志 菖蒲 牛膝 杏仁 ,276
0,穿山甲 虎胫骨 鸡舌香 麝香 ,277
